Event,Execution Timestamp,Dissemination Time,Cleared,Collateralization,End-User Exception,Bespoke,Block/Off facility,Execution Venue,UPI,Product,Contract Type,Effective Date,Maturity Date,Upfront Payment,Upfront Payment Currency,Upfront Payment Date,Settlement Currency,Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Designated Maturity,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Designated Maturity,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Embedded Option,Option Strike Price,Option Type,Option Family,Option Currency,Option Premium,Option Lockout Period,Option Expiration Date,Asset Class,Rpt ID,Prev Rpt ID,Future Value Notional,Contract Subtype,Leg1 Return Type,Leg2 Return Type,Vega Notional Amount,Leg1 Fixed Payment,Leg1 Fixed Payment currency,Leg2 Fixed Payment,Leg2 Fixed Payment currency,Leg1 Underlying Asset,Leg2 Underlying Asset,Settlement date,Submission event,action,amendmentIndicator,assetClass,blockTradeIndicator,cleared,customBasketIndicator,deliveryType,disseminationIdentifier,disseminationTimestamp,effectiveDate,embeddedOptionType,event,eventDateTime,executionDateTime,expirationDate,firstExerciseDate,instrumentType,leg1CallAmount,leg1CallCurrency,leg1EffectiveNotionalAmount,leg1FixedRateDayCount,leg1FloatingRateDayCount,leg1NotionalAmount,leg1NotionalCurrency,leg1NotionalEffectiveDate,leg1NotionalEndDate,leg1NotionalScheduleType,leg1PutAmount,leg1PutCurrency,leg1ResetFrequencyMultiplier,leg1SettlementCurrency,leg1SettlementLocation,leg1UnderlyingAssetOrContractType,leg2CallAmount,leg2CallCurrency,leg2EffectiveNotionalAmount,leg2FixedRateDayCount,leg2FloatingRateDayCount,leg2NotionalAmount,leg2NotionalCurrency,leg2NotionalEffectiveDate,leg2NotionalEndDate,leg2NotionalScheduleType,leg2PutAmount,leg2PutCurrency,leg2ResetFrequencyMultiplier,leg2SettlementCurrency,leg2SettlementLocation,leg2UnderlyingAssetOrContractType,nonStandardTermIndicator,optionExerciseFrequencyMultiplier,optionExerciseFrequencyPeriod,optionPremiumAmount,optionPremiumCurrency,optionStrikePrice,optionStrikePriceCurrency,optionStrikePriceNotation,optionStyle,optionType,originalDisseminationIdentifier,otherPaymentAmount,otherPaymentCurrency,otherPaymentType,packageIndicator,packageTransactionPrice,packageTransactionPriceCurrency,packageTransactionPriceNotation,packageTransactionSpread,packageTransactionSpreadCurrency,packageTransactionSpreadNotation,platformID,postPricedSwapIndicator,primeBrokerageTransactionIndicator,productCode,productCodeType,productName,returnTriggerType,sDRreceiptTimestamp,underlierExpirationDate,leg1FixedRatePaymentFrequencyMultiplier,leg1FixedRatePaymentFrequencyPeriod,leg1FloatingRatePaymentFrequencyMultiplier,leg1FloatingRatePaymentFrequencyPeriod,leg1QuantityUnit,leg1Spread,leg1SpreadCurrency,leg1SpreadNotation,leg1TotalNotionalQuantity,leg1UnderlierCurrency,leg1UnderlierID,leg1UnderlierIDSource,leg1UnderlierTenorMultiplier,leg1UnderlierTenorPeriod,leg2FixedRatePaymentFrequencyMultiplier,leg2FixedRatePaymentFrequencyPeriod,leg2FloatingRatePaymentFrequencyMultiplier,leg2FloatingRatePaymentFrequencyPeriod,leg2QuantityUnit,leg2Spread,leg2SpreadCurrency,leg2SpreadNotation,leg2TotalNotionalQuantity,leg2UnderlierCurrency,leg2UnderlierID,leg2UnderlierIDSource,leg2UnderlierTenorMultiplier,leg2UnderlierTenorPeriod,price,priceCurrency,priceNotation,priceUnit,leg1ResetFrequencyPeriod,leg2ResetFrequencyPeriod,optionExerciseEndDate
New Trade,04/21/2021 23:24:13,04/21/2021 23:24:13,Uncleared,,,N,N,Off Facility Swap,,CHINA VANKE CO LTD -A,EquitySwap,04/21/2021,04/21/2022,0,,,USD,Equity,0,,1.0139Y,0,,680000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,680000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863392,,,,Total,,0.000000000000000,0,,0,,,,04/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/22/2021 07:07:40,04/22/2021 07:07:40,Uncleared,,,N,N,Off Facility Swap,,SUNWODA ELECTRONIC CO LTD-A,EquitySwap,04/22/2021,04/22/2022,0,,,USD,Equity,0,,1.0139Y,0,,360000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,360000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863393,,,,Total,,0.000000000000000,0,,0,,,,04/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/22/2021 07:07:40,04/22/2021 07:07:40,Uncleared,,,N,N,Off Facility Swap,,WEICHAI POWER CO LTD-A,EquitySwap,04/22/2021,04/22/2022,0,,,USD,Equity,0,,1.0139Y,0,,650000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,650000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863395,,,,Total,,0.000000000000000,0,,0,,,,04/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/22/2021 07:12:43,04/22/2021 07:12:43,Uncleared,,,N,N,Off Facility Swap,,CHINA VANKE CO LTD -A,EquitySwap,04/22/2021,04/22/2022,0,,,USD,Equity,0,,1.0139Y,0,,330000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,330000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863396,,,,Total,,0.000000000000000,0,,0,,,,04/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/22/2021 07:36:37,04/22/2021 07:36:37,Uncleared,,,N,N,Off Facility Swap,,CHINA VANKE CO LTD -A,EquitySwap,04/22/2021,04/22/2022,0,,,USD,Equity,0,,1.0139Y,0,,650000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,650000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863397,,,,Total,,0.000000000000000,0,,0,,,,04/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/23/2021 07:07:10,04/23/2021 07:07:10,Uncleared,,,N,N,Off Facility Swap,,SHENZHEN SUNWAY COMMUNICAT-A,EquitySwap,04/23/2021,04/23/2022,0,,,USD,Equity,0,,1.0139Y,0,,130000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,130000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863398,,,,Total,,0.000000000000000,0,,0,,,,04/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/26/2021 07:29:47,04/26/2021 07:29:47,Uncleared,,,N,N,Off Facility Swap,,BTG HOTELS GROUP CO LTD-A,EquitySwap,04/26/2021,04/26/2022,0,,,USD,Equity,0,,1.0139Y,0,,290000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,290000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863400,,,,Total,,0.000000000000000,0,,0,,,,04/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/28/2021 07:03:42,04/28/2021 07:03:42,Uncleared,,,N,N,Off Facility Swap,,INNER MONGOLIA YILI INDUS-A,EquitySwap,04/28/2021,04/28/2022,0,,,USD,Equity,0,,1.0139Y,0,,150000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,150000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863401,,,,Total,,0.000000000000000,0,,0,,,,05/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/28/2021 07:03:44,04/28/2021 07:03:44,Uncleared,,,N,N,Off Facility Swap,,HENGLI PETROCHEMICAL CO L-A,EquitySwap,04/28/2021,04/28/2022,0,,,USD,Equity,0,,1.0139Y,0,,280000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,280000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863402,,,,Total,,0.000000000000000,0,,0,,,,05/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/30/2021 07:28:50,04/30/2021 07:28:50,Uncleared,,,N,N,Off Facility Swap,,SHENZHEN TRANSSION HOLDING-A,EquitySwap,04/30/2021,04/30/2022,0,,,USD,Equity,0,,1.0139Y,0,,2000000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,2000000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863403,,,,Total,,0.000000000000000,0,,0,,,,05/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,04/30/2021 07:28:56,04/30/2021 07:28:56,Uncleared,,,N,N,Off Facility Swap,,XIAN INTERNATIONAL MEDICAL-A,EquitySwap,04/30/2021,04/30/2022,0,,,USD,Equity,0,,1.0139Y,0,,1000000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,1000000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863404,,,,Total,,0.000000000000000,0,,0,,,,05/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:25:01,05/06/2021 07:25:01,Uncleared,,,N,N,Off Facility Swap,,SHENZHEN SUNWAY COMMUNICAT-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,130000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,130000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863405,,,,Total,,0.000000000000000,0,,0,,,,05/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:25:05,05/06/2021 07:25:05,Uncleared,,,N,N,Off Facility Swap,,SUNWODA ELECTRONIC CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,840000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,840000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863406,,,,Total,,0.000000000000000,0,,0,,,,05/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:36:03,05/06/2021 07:36:03,Uncleared,,,N,N,Off Facility Swap,,MIDEA GROUP CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,130000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,130000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863407,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:36:49,05/06/2021 07:36:49,Uncleared,,,N,N,Off Facility Swap,,KWEICHOW MOUTAI CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,91000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,91000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863408,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:37:59,05/06/2021 07:37:59,Uncleared,,,N,N,Off Facility Swap,,WINGTECH TECHNOLOGY CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,4000000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,4000000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863409,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:39:18,05/06/2021 07:39:18,Uncleared,,,N,N,Off Facility Swap,,LONGI GREEN ENERGY TECHNOL-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,4000000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,4000000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863410,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:40:25,05/06/2021 07:40:25,Uncleared,,,N,N,Off Facility Swap,,GREE ELECTRIC APPLIANCES I-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,990000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,990000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863411,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:41:57,05/06/2021 07:41:57,Uncleared,,,N,N,Off Facility Swap,,SUNWODA ELECTRONIC CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,340000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,340000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863412,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:42:34,05/06/2021 07:42:34,Uncleared,,,N,N,Off Facility Swap,,WINGTECH TECHNOLOGY CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,850000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,850000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863413,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 07:47:18,05/06/2021 07:47:18,Uncleared,,,N,N,Off Facility Swap,,WEICHAI POWER CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,600000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,600000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863414,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 08:13:40,05/06/2021 08:13:40,Uncleared,,,N,N,Off Facility Swap,,INNER MONGOLIA YILI INDUS-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,2000000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,2000000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863415,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 08:14:02,05/06/2021 08:14:02,Uncleared,,,N,N,Off Facility Swap,,TONGWEI CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,190000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,190000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863416,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 08:18:49,05/06/2021 08:18:49,Uncleared,,,N,N,Off Facility Swap,,BTG HOTELS GROUP CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,11000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,11000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863417,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 08:19:48,05/06/2021 08:19:48,Uncleared,,,N,N,Off Facility Swap,,CHINA VANKE CO LTD -A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,210000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,210000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863418,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 08:23:44,05/06/2021 08:23:44,Uncleared,,,N,N,Off Facility Swap,,HANGZHOU ROBAM APPLIANCES-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,37000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,37000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863419,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 09:25:01,05/06/2021 09:25:01,Uncleared,,,N,N,Off Facility Swap,,BEIJING SINOHYTEC CO LTD-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,1000000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,1000000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863420,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 09:27:13,05/06/2021 09:27:13,Uncleared,,,N,N,Off Facility Swap,,GUANGZHOU KINGMED DIAGNOST-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,3000000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,3000000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863421,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 22:35:04,05/06/2021 22:35:04,Uncleared,,,N,N,Off Facility Swap,,XIAN INTERNATIONAL MEDICAL-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,1000000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,1000000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863422,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,05/06/2021 22:47:30,05/06/2021 22:47:30,Uncleared,,,N,N,Off Facility Swap,,SHENZHEN MINDRAY BIO-MEDIC-A,EquitySwap,05/06/2021,05/06/2022,0,,,USD,Equity,0,,1.0139Y,0,,3000000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,3000000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863423,,,,Total,,0.000000000000000,0,,0,,,,05/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Netting,03/19/2021 09:13:22,03/19/2021 09:13:22,Uncleared,,,N,N,Off Facility Swap,,XIAN INTERNATIONAL MEDICAL-A,EquitySwap,03/19/2021,03/19/2022,0,,,USD,Equity,0,,1.0139Y,0,,440000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,440000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863424,,,,Total,,0.000000000000000,0,,0,,,,03/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Netting,03/23/2021 07:14:37,03/23/2021 07:14:37,Uncleared,,,N,N,Off Facility Swap,,XIAN INTERNATIONAL MEDICAL-A,EquitySwap,03/23/2021,03/23/2022,0,,,USD,Equity,0,,1.0139Y,0,,580000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,580000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863425,,,,Total,,0.000000000000000,0,,0,,,,03/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Netting,03/24/2021 07:38:21,03/24/2021 07:38:21,Uncleared,,,N,N,Off Facility Swap,,XIAN INTERNATIONAL MEDICAL-A,EquitySwap,03/24/2021,03/24/2022,0,,,USD,Equity,0,,1.0139Y,0,,460000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,460000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863427,,,,Total,,0.000000000000000,0,,0,,,,03/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Netting,03/26/2021 07:04:08,03/26/2021 07:04:08,Uncleared,,,N,N,Off Facility Swap,,ZHEJIANG SEMIR GARMENT CO-A,EquitySwap,03/26/2021,03/26/2022,0,,,USD,Equity,0,,1.0139Y,0,,820000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,820000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863429,,,,Total,,0.000000000000000,0,,0,,,,03/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Netting,03/26/2021 07:04:08,03/26/2021 07:04:08,Uncleared,,,N,N,Off Facility Swap,,MONALISA GROUP CO LTD-A,EquitySwap,03/26/2021,03/26/2022,0,,,USD,Equity,0,,1.0139Y,0,,750000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,750000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863430,,,,Total,,0.000000000000000,0,,0,,,,03/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Netting,03/29/2021 07:26:37,03/29/2021 07:26:37,Uncleared,,,N,N,Off Facility Swap,,BEIJING ORIENTAL YUHONG-A,EquitySwap,03/29/2021,03/29/2022,0,,,USD,Equity,0,,1.0139Y,0,,19000,USD,1M,,Float,0,Libor1M,1.0139Y,0,,19000,USD,1M,1M,Y,0,,,,0,,,Equity,EQUITY11863431,,,,Total,,0.000000000000000,0,,0,,,,04/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
